date,milk
4/10/2021,30
4/10/2021,70
4/10/2021,10
4/13/2021,30
4/13/2021,30
4/14/2021,30
4/14/2021,30
4/15/2021,10
4/15/2021,40
4/15/2021,40
4/15/2021,10
4/16/2021,20
4/16/2021,30
4/16/2021,10
4/16/2021,50
4/16/2021,40
4/16/2021,10
4/16/2021,10
4/16/2021,10
4/16/2021,10
4/16/2021,20
4/16/2021,10
4/17/2021,50
4/17/2021,40
4/17/2021,60
4/17/2021,30
4/17/2021,30
4/17/2021,40
4/17/2021,20
4/17/2021,60
4/17/2021,30
4/17/2021,20
4/17/2021,20
4/17/2021,10
4/17/2021,40
4/17/2021,30
4/17/2021,40
4/17/2021,20
4/19/2021,10
4/19/2021,10
4/19/2021,10
4/19/2021,10
4/19/2021,20
4/19/2021,10
4/19/2021,10
4/19/2021,10
4/20/2021,20
4/20/2021,10
4/20/2021,50
4/20/2021,80
4/20/2021,20
4/21/2021,30
4/21/2021,30
4/21/2021,30
4/22/2021,40
4/22/2021,60
4/22/2021,20
4/22/2021,10
4/22/2021,40
4/22/2021,20
4/22/2021,90
4/23/2021,60
4/23/2021,100
4/24/2021,10
4/26/2021,10
4/26/2021,10
4/26/2021,10
4/27/2021,120
4/27/2021,90
4/27/2021,30
4/28/2021,20
4/28/2021,10
4/29/2021,30
4/29/2021,120
4/29/2021,120
4/29/2021,60
4/29/2021,20
4/29/2021,130
4/29/2021,40
4/30/2021,110
4/30/2021,130
5/1/2021,10
5/1/2021,20
5/1/2021,10
5/1/2021,50
5/1/2021,170
5/1/2021,320
5/1/2021,30
5/1/2021,10
5/1/2021,10
5/1/2021,20
5/1/2021,20
5/1/2021,20
5/3/2021,10
5/3/2021,40
5/4/2021,40
5/4/2021,110
5/4/2021,110
5/5/2021,20
5/5/2021,10
5/5/2021,60
5/5/2021,20
5/6/2021,40
5/6/2021,10
5/6/2021,50
5/6/2021,80
5/6/2021,40
5/7/2021,10
5/7/2021,10
5/7/2021,90
5/7/2021,90
5/7/2021,0
5/7/2021,10
5/7/2021,50
5/7/2021,10
5/7/2021,2
5/7/2021,10
5/7/2021,10
5/7/2021,20
5/7/2021,10
5/7/2021,10
5/7/2021,30
5/7/2021,10
5/8/2021,30
5/8/2021,110
5/8/2021,150
5/8/2021,10
5/8/2021,30
5/8/2021,30
5/8/2021,30
5/10/2021,10
5/10/2021,10
5/10/2021,10
5/11/2021,110
5/11/2021,90
5/11/2021,20
5/12/2021,50
5/13/2021,20
5/13/2021,10
5/13/2021,20
5/13/2021,60
5/13/2021,80
5/13/2021,20
5/14/2021,90
5/14/2021,80
5/14/2021,180
5/14/2021,50
5/14/2021,1
5/15/2021,20
5/15/2021,130
5/15/2021,10
5/15/2021,150
5/15/2021,50
5/15/2021,40
5/15/2021,10
5/17/2021,10
5/17/2021,40
5/17/2021,10
5/17/2021,20
5/18/2021,20
5/18/2021,10
5/21/2021,10
5/22/2021,20
5/24/2021,40
5/24/2021,10
5/24/2021,110
5/24/2021,10
5/24/2021,10
5/24/2021,10
5/24/2021,10
5/25/2021,30
5/25/2021,30
5/25/2021,30
5/25/2021,30
5/25/2021,50
5/25/2021,30
5/26/2021,20
5/26/2021,40
5/26/2021,100
5/26/2021,20
5/27/2021,10
5/27/2021,10
5/27/2021,100
5/27/2021,120
5/27/2021,10
5/27/2021,10
5/27/2021,60
5/27/2021,20
5/27/2021,10
5/27/2021,20
5/28/2021,150
5/28/2021,110
5/28/2021,10
5/28/2021,10
5/28/2021,10
5/28/2021,10
5/28/2021,10
5/28/2021,20
5/29/2021,40
5/29/2021,60
5/29/2021,70
5/29/2021,10
5/29/2021,160
5/29/2021,10
5/29/2021,20
5/31/2021,10
5/31/2021,30
5/31/2021,20
5/31/2021,80
5/31/2021,20
5/31/2021,10
6/1/2021,20
6/1/2021,100
6/1/2021,20
6/1/2021,10
6/2/2021,40
6/2/2021,10
6/2/2021,10
6/2/2021,10
6/2/2021,10
6/3/2021,10
6/3/2021,10
6/3/2021,10
6/3/2021,20
6/3/2021,10
6/3/2021,30
6/3/2021,50
6/4/2021,10
6/4/2021,40
6/4/2021,10
6/4/2021,10
6/4/2021,10
6/4/2021,20
6/4/2021,10
6/4/2021,30
6/4/2021,20
6/4/2021,10
6/5/2021,10
6/5/2021,10
6/5/2021,40
6/5/2021,70
6/5/2021,10
6/7/2021,10
6/7/2021,70
6/7/2021,10
6/7/2021,10
6/7/2021,100
6/7/2021,10
6/8/2021,10
6/8/2021,40
6/8/2021,10
6/8/2021,30
6/8/2021,10
6/8/2021,10
6/8/2021,30
6/9/2021,20
6/9/2021,120
6/9/2021,10
6/10/2021,30
6/10/2021,10
6/10/2021,10
6/10/2021,20
6/10/2021,10
6/10/2021,10
6/10/2021,30
6/10/2021,20
6/10/2021,10
6/11/2021,10
6/11/2021,40
6/11/2021,10
6/11/2021,20
6/11/2021,10
6/11/2021,10
6/11/2021,10
6/11/2021,10
6/11/2021,20
6/11/2021,10
6/12/2021,40
6/12/2021,40
6/12/2021,40
6/12/2021,30
6/12/2021,10
6/12/2021,10
6/12/2021,10
6/12/2021,10
6/14/2021,10
6/14/2021,6
6/15/2021,20
6/15/2021,50
6/15/2021,2
6/15/2021,10
6/16/2021,120
6/16/2021,30
6/16/2021,30
6/16/2021,20
6/16/2021,10
6/17/2021,20
6/17/2021,30
6/17/2021,10
6/17/2021,9
6/18/2021,10
6/18/2021,20
6/18/2021,40
6/18/2021,10
6/18/2021,20
6/19/2021,20
6/19/2021,50
6/19/2021,30
6/19/2021,30
6/21/2021,10
6/21/2021,10
6/21/2021,10
6/22/2021,20
6/22/2021,20
6/22/2021,50
6/22/2021,30
6/23/2021,20
6/23/2021,20
6/23/2021,10
6/23/2021,10
6/23/2021,10
6/24/2021,10
6/24/2021,30
6/24/2021,20
6/24/2021,50
6/24/2021,2
6/24/2021,10
6/25/2021,10
6/25/2021,10
6/25/2021,330
6/25/2021,30
6/25/2021,60
6/25/2021,330
6/25/2021,50
6/25/2021,10
6/25/2021,10
6/25/2021,10
6/26/2021,40
6/26/2021,70
6/26/2021,20
6/26/2021,20
6/26/2021,10
6/26/2021,40
6/26/2021,20
6/28/2021,10
6/28/2021,70
6/28/2021,20
6/28/2021,50
6/28/2021,20
6/28/2021,20
6/29/2021,20
6/29/2021,30
6/29/2021,40
6/29/2021,130
6/29/2021,70
6/30/2021,20
6/30/2021,20
6/30/2021,10
6/30/2021,210
6/30/2021,60
6/30/2021,70
6/30/2021,20
6/30/2021,50
6/30/2021,110
6/30/2021,60
6/30/2021,100
6/30/2021,20
6/30/2021,100
6/30/2021,30
6/30/2021,10
6/30/2021,70
6/30/2021,10
7/1/2021,20
7/1/2021,100
7/1/2021,130
7/1/2021,10
7/1/2021,20
7/2/2021,10
7/2/2021,10
7/2/2021,10
7/2/2021,20
7/2/2021,10
7/2/2021,10
7/3/2021,80
7/3/2021,40
7/3/2021,30
7/3/2021,80
7/3/2021,20
7/3/2021,200
7/3/2021,140
7/5/2021,30
7/5/2021,20
7/5/2021,20
7/5/2021,20
7/5/2021,10
7/5/2021,30
7/5/2021,70
7/5/2021,80
7/5/2021,10
7/5/2021,30
7/5/2021,20
7/5/2021,20
7/5/2021,20
7/5/2021,20
7/5/2021,40
7/5/2021,20
7/5/2021,20
7/5/2021,20
7/6/2021,20
7/6/2021,40
7/6/2021,70
7/6/2021,20
7/6/2021,1
7/8/2021,10
7/16/2021,2
7/19/2021,10
7/19/2021,40
7/19/2021,20
7/19/2021,40
7/20/2021,60
7/20/2021,40
7/20/2021,30
7/20/2021,10
7/21/2021,60
7/21/2021,40
7/21/2021,60
7/22/2021,60
7/22/2021,10
7/22/2021,90
7/22/2021,40
7/22/2021,40
7/22/2021,80
7/22/2021,10
7/23/2021,10
7/23/2021,100
7/23/2021,10
7/23/2021,20
7/23/2021,180
7/23/2021,10
7/23/2021,20
7/24/2021,10
7/24/2021,10
7/24/2021,30
7/24/2021,30
7/24/2021,140
7/24/2021,10
7/24/2021,30
7/24/2021,260
7/24/2021,20
7/24/2021,10
7/24/2021,10
7/24/2021,20
7/24/2021,10
7/24/2021,20
7/24/2021,10
7/24/2021,20
7/24/2021,10
7/24/2021,10
7/24/2021,10
7/24/2021,10
7/24/2021,10
7/24/2021,50
7/25/2021,0
7/25/2021,0
7/26/2021,140
7/26/2021,110
7/26/2021,30
7/27/2021,40
7/27/2021,40
7/27/2021,40
7/27/2021,30
7/28/2021,10
7/28/2021,10
7/28/2021,20
7/28/2021,20
7/28/2021,10
7/28/2021,70
7/28/2021,20
7/28/2021,20
7/28/2021,10
7/28/2021,20
7/28/2021,10
7/28/2021,10
7/28/2021,10
7/29/2021,10
7/29/2021,10
7/29/2021,20
7/29/2021,80
7/29/2021,150
7/29/2021,10
7/31/2021,20
7/31/2021,10
7/31/2021,10
7/31/2021,50
7/31/2021,40
7/31/2021,20
8/2/2021,10
8/2/2021,30
8/2/2021,10
8/2/2021,10
8/2/2021,10
8/2/2021,10
8/2/2021,10
8/2/2021,10
8/2/2021,30
8/2/2021,10
8/2/2021,10
8/2/2021,10
8/2/2021,10
8/2/2021,10
8/2/2021,20
8/2/2021,20
8/2/2021,10
8/2/2021,30
8/3/2021,10
8/3/2021,10
8/4/2021,10
8/4/2021,10
8/4/2021,10
8/4/2021,10
8/4/2021,50
8/4/2021,10
8/4/2021,10
8/5/2021,20
8/5/2021,10
8/5/2021,30
8/5/2021,30
8/5/2021,100
8/5/2021,10
8/5/2021,0
8/6/2021,10
8/6/2021,20
8/6/2021,110
8/6/2021,10
8/6/2021,20
8/6/2021,130
8/6/2021,10
8/6/2021,10
8/6/2021,10
8/6/2021,20
8/7/2021,20
8/7/2021,90
8/7/2021,10
8/7/2021,10
8/7/2021,30
8/9/2021,10
8/10/2021,10
8/10/2021,10
8/10/2021,80
8/10/2021,70
8/11/2021,20
8/12/2021,20
8/12/2021,50
8/12/2021,50
8/12/2021,40
8/13/2021,40
8/13/2021,30
8/13/2021,10
8/13/2021,10
8/13/2021,10
8/13/2021,40
8/14/2021,10
8/14/2021,40
8/14/2021,60
8/14/2021,50
8/17/2021,40
8/17/2021,40
8/18/2021,10
8/18/2021,20
8/18/2021,30
8/18/2021,0
8/19/2021,10
8/19/2021,10
8/19/2021,10
8/19/2021,50
8/20/2021,40
8/20/2021,10
8/21/2021,10
8/21/2021,10
8/21/2021,40
8/21/2021,80
8/21/2021,20
8/21/2021,10
8/23/2021,20
8/23/2021,10
8/23/2021,100
8/23/2021,20
8/23/2021,10
8/23/2021,10
8/23/2021,10
8/23/2021,20
8/24/2021,10
8/24/2021,10
8/24/2021,30
8/24/2021,10
8/24/2021,50
8/24/2021,10
8/24/2021,10
8/24/2021,10
8/24/2021,10
8/24/2021,10
8/24/2021,10
8/24/2021,10
8/24/2021,10
8/24/2021,10
8/24/2021,10
8/24/2021,10
8/24/2021,10
8/24/2021,10
8/25/2021,100
8/25/2021,10
8/25/2021,10
8/25/2021,30
8/25/2021,10
8/25/2021,10
8/25/2021,10
8/25/2021,10
8/25/2021,30
8/25/2021,30
8/25/2021,10
8/25/2021,20
8/25/2021,10
8/25/2021,10
8/25/2021,10
8/25/2021,10
8/25/2021,10
8/25/2021,0
8/25/2021,20
8/25/2021,10
8/25/2021,30
8/25/2021,10
8/26/2021,10
8/26/2021,20
8/26/2021,50
8/26/2021,80
8/26/2021,10
8/26/2021,10
8/26/2021,10
8/26/2021,10
8/26/2021,10
8/27/2021,10
8/27/2021,10
8/27/2021,60
8/27/2021,50
8/27/2021,50
8/27/2021,10
8/27/2021,10
8/27/2021,10
8/27/2021,10
8/27/2021,10
8/27/2021,20
8/27/2021,10
8/27/2021,20
8/27/2021,20
8/28/2021,30
8/28/2021,30
8/28/2021,80
8/28/2021,40
8/28/2021,20
8/28/2021,30
8/28/2021,10
8/30/2021,10
8/30/2021,10
8/30/2021,50
8/30/2021,10
8/31/2021,120
8/31/2021,90
8/31/2021,10
9/1/2021,80
9/1/2021,10
9/1/2021,10
9/1/2021,50
9/1/2021,40
9/1/2021,10
9/1/2021,0
9/2/2021,110
9/2/2021,30
9/2/2021,10
9/2/2021,120
9/2/2021,180
9/2/2021,60
9/3/2021,10
9/3/2021,10
9/3/2021,110
9/3/2021,170
9/3/2021,10
9/3/2021,10
9/3/2021,20
9/3/2021,10
9/3/2021,20
9/3/2021,10
9/3/2021,20
9/4/2021,140
9/4/2021,50
9/4/2021,30
9/4/2021,150
9/4/2021,180
9/4/2021,50
9/6/2021,10
9/6/2021,10
9/6/2021,10
9/6/2021,20
9/6/2021,10
9/6/2021,10
9/7/2021,10
9/7/2021,10
9/7/2021,210
9/7/2021,200
9/8/2021,10
9/8/2021,10
9/8/2021,20
9/8/2021,100
9/8/2021,10
9/8/2021,20
9/8/2021,10
9/9/2021,110
9/9/2021,20
9/9/2021,10
9/9/2021,90
9/9/2021,100
9/9/2021,0
9/9/2021,10
9/10/2021,10
9/10/2021,4
9/10/2021,10
9/10/2021,50
9/10/2021,70
9/10/2021,10
9/10/2021,10
9/11/2021,60
9/11/2021,30
9/11/2021,20
9/11/2021,10
9/11/2021,110
9/11/2021,140
9/11/2021,20
9/11/2021,10
9/11/2021,100
9/11/2021,10
9/14/2021,10
9/14/2021,10
9/14/2021,0
9/15/2021,10
9/15/2021,80
9/15/2021,10
9/15/2021,10
9/15/2021,0
9/16/2021,130
9/16/2021,100
9/16/2021,10
9/16/2021,40
9/16/2021,120
9/17/2021,10
9/17/2021,20
9/17/2021,10
9/17/2021,130
9/17/2021,60
9/17/2021,10
9/17/2021,10
9/17/2021,10
9/17/2021,10
9/17/2021,10
9/18/2021,60
9/18/2021,10
9/18/2021,120
9/18/2021,90
9/18/2021,20
9/20/2021,10
9/20/2021,30
9/20/2021,10
9/20/2021,10
9/20/2021,10
9/20/2021,20
9/20/2021,30
9/20/2021,0
9/20/2021,0
9/21/2021,80
9/21/2021,100
9/22/2021,40
9/22/2021,40
9/22/2021,20
9/22/2021,60
9/22/2021,20
9/22/2021,20
9/22/2021,10
9/22/2021,30
9/22/2021,10
9/23/2021,140
9/23/2021,10
9/23/2021,20
9/23/2021,90
9/23/2021,100
9/23/2021,10
9/23/2021,30
9/24/2021,10
9/24/2021,30
9/24/2021,10
9/24/2021,80
9/24/2021,50
9/24/2021,50
9/24/2021,10
9/24/2021,10
9/24/2021,30
9/24/2021,20
9/24/2021,10
9/24/2021,10
9/24/2021,20
9/24/2021,20
9/25/2021,60
9/25/2021,30
9/25/2021,60
9/25/2021,60
9/25/2021,40
9/25/2021,20
9/27/2021,60
9/27/2021,10
9/27/2021,10
9/27/2021,20
9/28/2021,10
9/28/2021,50
9/28/2021,20
9/29/2021,10
9/29/2021,10
9/29/2021,10
9/29/2021,10
9/29/2021,10
9/29/2021,2
9/29/2021,10
9/29/2021,10
9/29/2021,10
9/30/2021,40
9/30/2021,60
9/30/2021,16
9/30/2021,10
9/30/2021,10
9/30/2021,60
9/30/2021,20
9/30/2021,40
9/30/2021,20
9/30/2021,20
9/30/2021,30
10/1/2021,10
10/1/2021,20
10/2/2021,20
10/2/2021,30
10/2/2021,20
10/2/2021,30
10/2/2021,50
10/2/2021,40
10/4/2021,50
10/4/2021,20
10/5/2021,20
10/5/2021,70
10/6/2021,70
10/6/2021,10
10/6/2021,10
10/6/2021,10
10/7/2021,30
10/7/2021,20
10/7/2021,20
10/8/2021,60
10/8/2021,10
10/9/2021,10
10/12/2021,10
10/12/2021,10
10/15/2021,10
10/15/2021,10
10/15/2021,10
10/15/2021,30
10/15/2021,10
10/15/2021,10
10/16/2021,60
10/16/2021,20
10/18/2021,0
10/18/2021,10
10/20/2021,0
10/21/2021,0
10/22/2021,0
10/23/2021,0
10/25/2021,0
10/27/2021,0
10/30/2021,0
11/9/2021,60
11/9/2021,50
11/9/2021,50
11/9/2021,10
11/9/2021,0
11/10/2021,10
11/10/2021,10
11/10/2021,10
11/10/2021,20
11/10/2021,10
11/10/2021,10
11/10/2021,10
11/10/2021,20
11/10/2021,10
11/10/2021,30
11/11/2021,290
11/11/2021,10
11/11/2021,10
11/11/2021,70
11/11/2021,10
11/11/2021,10
11/11/2021,60
11/11/2021,10
11/11/2021,10
11/11/2021,10
11/11/2021,100
11/11/2021,30
11/12/2021,10
11/12/2021,10
11/12/2021,10
11/12/2021,10
11/12/2021,10
11/12/2021,50
11/12/2021,230
11/12/2021,0
11/12/2021,10
11/12/2021,40
11/12/2021,20
11/12/2021,10
11/12/2021,20
11/12/2021,10
11/12/2021,30
11/12/2021,10
11/12/2021,20
11/12/2021,10
11/12/2021,20
11/12/2021,20
11/13/2021,110
11/13/2021,10
11/13/2021,30
11/13/2021,30
11/13/2021,260
11/13/2021,30
11/13/2021,170
11/13/2021,20
11/13/2021,10
11/13/2021,10
11/13/2021,70
11/13/2021,20
11/13/2021,10
11/13/2021,10
11/13/2021,10
11/15/2021,30
11/15/2021,20
11/15/2021,20
11/15/2021,20
11/15/2021,10
11/15/2021,20
11/15/2021,30
11/15/2021,40
11/15/2021,60
11/15/2021,0
11/15/2021,20
11/15/2021,20
11/15/2021,40
11/15/2021,10
11/16/2021,0
11/16/2021,30
11/16/2021,10
11/16/2021,60
11/16/2021,200
11/17/2021,180
11/17/2021,10
11/17/2021,20
11/17/2021,100
11/17/2021,90
11/17/2021,0
11/17/2021,20
11/17/2021,30
11/17/2021,40
11/18/2021,50
11/18/2021,50
11/18/2021,100
11/18/2021,80
11/18/2021,20
11/19/2021,10
11/19/2021,30
11/19/2021,20
11/19/2021,10
11/19/2021,20
11/19/2021,10
11/19/2021,40
11/19/2021,60
11/19/2021,30
11/19/2021,30
11/24/2021,0
11/26/2021,0
12/4/2021,20
12/4/2021,10
12/4/2021,10
12/4/2021,10
12/6/2021,80
12/6/2021,90
12/7/2021,10
12/7/2021,10
12/7/2021,30
12/7/2021,10
12/7/2021,10
12/7/2021,10
12/7/2021,10
12/8/2021,100
12/8/2021,10
12/8/2021,10
12/8/2021,30
12/8/2021,10
12/8/2021,10
12/8/2021,70
12/8/2021,10
12/8/2021,10
12/9/2021,230
12/9/2021,60
12/9/2021,240
12/9/2021,30
12/9/2021,10
12/9/2021,60
12/9/2021,70
12/9/2021,10
12/9/2021,10
12/9/2021,10
12/9/2021,100
12/10/2021,10
12/10/2021,10
12/10/2021,10
12/10/2021,20
12/10/2021,10
12/10/2021,10
12/10/2021,100
12/10/2021,10
12/10/2021,50
12/10/2021,140
12/10/2021,10
12/10/2021,20
12/10/2021,20
12/10/2021,20
12/10/2021,20
12/10/2021,10
12/10/2021,10
12/10/2021,20
12/10/2021,20
12/10/2021,50
12/10/2021,20
12/10/2021,30
12/10/2021,10
12/11/2021,120
12/11/2021,10
12/11/2021,60
12/11/2021,40
12/11/2021,330
12/11/2021,190
12/11/2021,60
12/13/2021,30
12/13/2021,10
12/13/2021,30
12/13/2021,20
12/13/2021,20
12/13/2021,10
12/13/2021,20
12/13/2021,10
12/13/2021,20
12/13/2021,20
12/13/2021,20
12/13/2021,10
12/13/2021,20
12/13/2021,10
12/13/2021,30
